ID,github_url,architecture,continuous_integration,community,documentation,history,license,management,repository_size,unit_test,stars,class
40,https://github.com/apache/hadoop,0.966558,0,20,0.1661,116.972977,1,0.405405,1800452,0.391034,1517,project
41,https://github.com/apache/mahout,0.987128,0,10,0.287062,29.799999,1,1.654545,126857,0.24474,695,project
42,https://github.com/apache/httpd,0.840376,0,14,0.189923,145,1,0.2,357404,0.009487,1136,project
43,https://github.com/apache/wicket,0.992544,1,5,0.389884,41.942307,1,1.076923,288738,0.255802,310,project
44,https://github.com/JetBrains/FSharper,0.649123,0,3,0.009167,10.222222,1,5.777778,190,0.016091,155,project
45,https://github.com/apache/flume,0.984326,0,6,0.224423,44.604652,1,0.348837,84503,0.385007,552,project
46,https://github.com/apache/camel,0.992173,0,6,0.303221,230.510422,1,4.75,802066,0.325747,744,project
47,https://github.com/symfony/Yaml,0.933333,0,12,0.137606,10.218182,1,0.218182,5228,0.502177,192,project
48,https://github.com/github/maven-plugins,1,1,1,0.304778,5.571429,1,1.952381,2259,0.484387,395,project
49,https://github.com/jenkinsci/github-plugin,0.923077,0,14,0.182987,3.42029,1,0.73913,1697,0.190099,141,project
50,https://github.com/apache/tomcat,0.98417,0,2,0.308109,162.846161,1,0.653846,359577,0.163384,777,project
51,https://github.com/jenkinsci/cobertura-plugin,0.761194,0,7,0.090043,2.446809,1,0.829787,9469,0.15593,48,project
52,https://github.com/mozilla/mozregression,0.833333,1,4,0.179006,12.088889,1,4.222222,5370,0.423471,65,project
53,https://github.com/jenkinsci/violations-plugin,0.894309,0,8,0.115393,2.089552,1,0.746269,23021,0.063024,49,project
54,https://github.com/mozilla/airmozilla,0.675516,1,3,0.070323,29.090908,1,6.227273,79663,0.454994,83,project
55,https://github.com/apache/lucy,0.939502,1,2,0.115702,33.452831,1,0.169811,92502,0.051946,64,project
56,https://github.com/apache/tika,0.970149,0,6,0.288258,25.614582,1,0.40625,78864,0.314533,273,project
57,https://github.com/mozilla/parapara,0.835616,0,1,0.228482,28.757576,1,0.757576,62206,0.013964,12,project
58,https://github.com/apache/maven,0.978283,0,7,0.259246,4.783784,1,0.36036,103384,0.071062,436,project
59,https://github.com/GNOME/rhythmbox,0.965087,0,25,0.179538,10.647059,1,0.029412,133049,0.445588,37,project
60,https://github.com/mozilla/tuxedo,0.901786,0,4,0.230877,3.74359,1,1.333333,36447,0.956849,11,project
61,https://github.com/GNOME/empathy,0.962457,0,37,0.116583,10.470588,1,0.039216,92807,0.459127,24,project
62,https://github.com/aws/aws-sdk-php,0.692797,1,2,0.034526,62.303028,1,15.969697,174639,0.063061,1887,project
63,https://github.com/aws/aws-sdk-java,0.980853,1,17,0.611854,6.15,1,6.616667,624298,0.016695,1286,project
64,https://github.com/gitlabhq/gitlab-ci,0.693694,1,5,0.097741,52.724136,1,20.172415,12335,0.332448,1458,project
65,https://github.com/xamarin/Xamarin.Auth,0.942308,0,3,0.159987,7.52,1,3.44,10575,0.058476,176,project
66,https://github.com/aws/aws-sdk-ruby,0.97852,1,7,0.024558,46.318184,1,19.022726,170880,0.492917,1926,project
67,https://github.com/phalcon/incubator,0.90566,1,15,0.387442,26.107143,1,10.392857,9823,0.135837,445,project
68,https://github.com/aws/aws-sdk-net,0.992665,0,6,0.420365,6.578947,1,5.078947,775271,0.079165,380,project
69,https://github.com/apache/isis,0.963419,1,2,0.302251,69,1,1.037037,347989,0.201532,211,project
70,https://github.com/aws/aws-cli,0.878289,1,3,0.206505,90.35714,1,45.17857,34934,0.458054,3583,project
71,https://github.com/twitter/secureheaders,0.77027,1,2,0.046479,14.32,1,5.4,2380,0.52048,1597,project
72,https://github.com/facebook/linkbench,0.974026,0,3,0.244206,3.785714,1,0.928571,10030,0.214833,263,project
73,https://github.com/twitter/hbc,0.976744,1,5,0.205309,9.227273,1,6.318182,6237,0.310243,565,project
74,https://github.com/mozilla/django-badger,0.772727,1,2,0.13074,2.682927,1,3.926829,5987,0.44581,106,project
75,https://github.com/pfsense/pfsense,0.063889,0,6,0.128113,50.18644,1,13.389831,211406,0,783,project
76,https://github.com/owncloud/news,0.777003,1,3,0.213502,71.599998,1,20.257143,163289,0.147625,295,project
77,https://github.com/owncloud/calendar,0.30625,0,6,0.048051,70.666664,1,31.333332,27796,0.001468,213,project
78,https://github.com/apache/tez,0.918679,0,6,0.196117,44.739128,1,0.173913,130733,0.335688,91,project
79,https://github.com/mapbox/mapnik-vector-tile,0.72,1,1,0.076111,14.818182,1,4.272727,8851,0.872612,395,project
80,https://github.com/mozilla/rr,0.726937,1,3,0.222956,60.186047,1,33.860466,34480,0.140605,1229,project
81,https://github.com/libgit2/docurium,0.846154,1,1,0.37295,7.515152,1,0.484848,4378,0.094965,110,project
82,https://github.com/twitter/hraven,0.974522,1,5,0.291446,15.75,1,6.8,20361,0.243733,105,project
83,https://github.com/github/github-ldap,0.90625,1,2,0.256128,23.888889,1,4.722222,1921,0.096832,104,project
84,https://github.com/dolphin-emu/dolphin,0.911256,0,18,0.184101,228.755096,1,46.2449,1045730,0.016552,2059,project
85,https://github.com/pithos/pithos,0.851852,0,5,0.204039,6.058824,1,4.676471,4717,0,285,project
86,https://github.com/phalcon/zephir,0.394472,1,5,0.20112,109.684212,1,44.210526,92628,0,1336,project
87,https://github.com/jenkinsci/mesos-plugin,1,0,11,0.144444,8.947368,1,5.105263,1776,0,207,project
88,https://github.com/facebook/libphenom,0.968421,1,2,0.260276,10.111111,1,3.888889,24837,0.041663,1287,project
89,https://github.com/airbnb/synapse,0.95,1,5,0.066897,10.35,1,5.1,2419,0.202419,1286,project
90,https://github.com/SFTtech/openage,0.836283,1,4,0.237201,84.235291,1,15.823529,28480,0,4819,project
91,https://github.com/google/oauth2client,0.902439,1,5,0.31318,17.20339,1,2.762712,6112,0.469358,325,project
92,https://github.com/facebook/rocksdb,0.964602,1,11,0.206781,60.4375,1,11.5,145481,0.191633,4821,project
93,https://github.com/Homebrew/homebrew,0.998819,0,278,0.049461,335.089752,1,172.641022,150315,0.030514,29212,project
94,https://github.com/twbs/bootstrap-sass,0.744186,1,3,0.225146,22.523809,1,9.880952,10499,0.082006,10371,project
95,https://github.com/google/skia,0.973702,0,16,0.124937,346.625,1,0,556855,0.134395,745,project
96,https://github.com/jenkinsci/docker-plugin,0.952381,0,8,0.08884,16.428572,1,13.714286,2937,0.041958,221,project
97,https://github.com/apache/jclouds,0.984764,0,8,0.274534,6.333333,1,0,341502,0.401996,22,project
98,https://github.com/mapbox/rasterio,0.932432,1,1,0.179146,39.692307,1,21.615385,8269,0.078098,342,project
99,https://github.com/apache/dispatch,0.891566,0,2,0.268703,22.058825,1,0.294118,23736,0.128619,12,project
100,https://github.com/thoughtbot/gitsh,0.963303,1,3,0.002228,51.615383,1,13.461538,5519,0.625526,1484,project
101,https://github.com/airbnb/plog,0.972973,1,1,0.027027,129.333328,1,29.666668,3361,0.060738,47,project
102,https://github.com/facebook/sparts,0.831169,1,1,0.198584,8.965517,1,1.448276,5789,0.02047,199,project
103,https://github.com/aspnet/DependencyInjection,0.891304,0,8,0.111525,32.92857,1,10.928571,3833,0.276403,312,project
104,https://github.com/aspnet/FileSystem,0.907692,0,6,0.134574,20.071428,1,5.857143,4052,0.427508,90,project
105,https://github.com/aspnet/Razor,0.968586,0,2,0.09444,88.928574,1,21.571428,46014,0.498354,472,project
106,https://github.com/tornadoweb/tornado,0.942857,1,6,0.270702,42.409092,1,5.863636,24215,0.417097,10808,project
107,https://github.com/aspnet/EntityFramework,0.942056,0,11,0.053062,199.5,1,131.285721,149007,0.474573,2861,project
108,https://github.com/aspnet/Logging,0.94,0,9,0.166325,26,1,11.714286,3248,0.373872,200,project
109,https://github.com/aspnet/Identity,0.976744,0,4,0.207983,64.307693,1,28.230768,32029,0.45073,668,project
110,https://github.com/jenkinsci/workflow-plugin,0.976378,0,2,0.288579,143.800003,1,11,20638,0.278139,582,project
111,https://github.com/aspnet/Configuration,0.914286,0,8,0.112606,22.785713,1,8.071429,3241,0.505557,128,project
112,https://github.com/mapbox/variant,1,1,2,0.042365,16.538462,1,2.076923,8901,0.831146,29,project
113,https://github.com/apache/phoenix,0.993243,0,9,0.187723,138.642853,1,4.428571,182447,0.381454,158,project
114,https://github.com/aspnet/WebSockets,0.846154,0,6,0.075181,11,1,2.5,2950,0.234115,124,project
115,https://github.com/google/openrtb,0.833333,0,1,0.179913,15.875,1,3,7041,0.25222,128,project
116,https://github.com/swoole/swoole-src,0.92562,1,1,0.116916,56.5,1,4.6875,35122,0.097528,3162,project
117,https://github.com/docker/openstack-docker,0.818182,0,2,0.123711,7.214286,1,0,1527,0.439105,279,project
118,https://github.com/google/jsonnet,0.933333,1,1,0.016807,32,1,6,120333,0,501,project
119,https://github.com/facebook/fb-adb,0.818182,0,1,0.133327,10,1,1.2,8587,0.747449,741,project
120,https://github.com/google/re2,0.934783,0,2,0.171093,4.035088,1,0.245614,32662,0.008372,769,project
121,https://github.com/google/protobuf,0.990323,1,15,0.217942,13.675,1,3.4125,196504,0.277804,7472,project
122,https://github.com/google/angle,0.875502,0,10,0.104622,64.5,1,0.05,150638,0.039438,221,project
123,https://github.com/facebook/mcrouter,0.950617,1,6,0.195288,47.888889,1,4.111111,46384,0.245604,1387,project
124,https://github.com/GNOME/gnome-builder,0.79148,0,1,0.174302,450,1,0,72551,0.55284,55,project
125,https://github.com/mysql/mysql-server,0.937708,0,12,0.193799,61.879311,1,0.022989,2569439,0.027997,853,project
126,https://github.com/google/transitfeed,0.905882,1,5,0.228872,3.957447,1,0.148936,19080,0.177136,161,project
127,https://github.com/twitter/zktraffic,0.82,1,2,0.230265,12.428571,1,3.857143,2903,0.056743,92,project
128,https://github.com/h2o/h2o,0.882353,1,1,0.124403,73.900002,1,11.55,91939,0.200425,5401,project
129,https://github.com/google/simian,0.825301,0,2,0.201939,2.645833,1,0.229167,38853,0.536021,126,project
130,https://github.com/twitter/elephant-bird,0.993333,1,8,0.181322,16.084745,1,0.254237,25215,0.249412,937,project
131,https://github.com/facebook/osquery,0.885167,0,4,0.239068,225,1,89.5,25635,0.161526,5775,project
132,https://github.com/github/elastomer-client,0.97619,1,2,0.359086,40.666668,1,3,4274,0.592129,85,project
133,https://github.com/dotnet/buildtools,0.716418,1,10,0.153992,75.25,1,34,4802,0.005322,392,project
134,https://github.com/mozilla/firefox-ios,0.307692,1,5,0.208642,429.75,1,68,45103,0.024361,5336,project
135,https://github.com/xfce-mirror/xfwm4,0.917808,0,22,0.06571,10.125,1,0,34906,0.189873,8,project
136,https://github.com/thoughtbot/pick,0.928571,0,2,0.130137,19,1,6.714286,1372,0,360,project
137,https://github.com/facebook/fbcunn,0.816667,0,2,0.112594,36,1,13.333333,20874,0.255012,870,project
138,https://github.com/apache/flink,0.993725,1,12,0.267234,115.14286,1,22.571428,343022,0.375501,975,project
139,https://github.com/dotnet/roslyn,0.982815,0,20,0.086483,435.166656,1,291.333344,2816564,0.512215,4450,project
140,https://github.com/Microsoft/CodeContracts,0.94295,0,4,0.161685,14,1,10.5,1898060,0.014987,438,project
141,https://github.com/chef/chef,0.958944,1,14,0.177904,54.357143,1,23.571428,147258,0.593831,4090,project
142,https://github.com/Microsoft/Vipr,0.915119,0,3,0.033757,77.5,1,33,74307,0.207574,47,project
143,https://github.com/dotnet/coreclr,0.858987,0,17,0.196276,489,1,299.5,1769482,0.002371,5893,project
144,https://github.com/dotnet/codeformatter,0.890244,0,2,0.072482,83.666664,1,19,10322,0.409909,523,project
145,https://github.com/facebook/stetho,0.96063,1,3,0.224693,76,1,49,8509,0.076078,4102,project
146,https://github.com/grpc/grpc,0.847199,1,8,0.279499,883,1,418,112696,0.043083,4210,project
147,https://github.com/elastic/curator,0.86,1,1,0.153123,78.5,1,23,4167,0.305976,1023,project
148,https://github.com/Microsoft/IEDiagnosticsAdapter,0.774194,0,2,0.117276,49,1,5,9954,0,478,project
149,https://github.com/facebook/augmented-traffic-control,0.722222,1,2,0.168017,58.666668,1,12.666667,19224,0.044622,2718,project
150,https://github.com/google/bazel,0.98922,1,10,0.291981,279,1,82,199966,0.174742,4031,project
151,https://github.com/daticomunebologna/opendata,0,0,1,0,7.5,0,0,0,0,2,notproject
152,https://github.com/unmisha/mycode,0,0,2,0,0,0,0,6,0,0,notproject
153,https://github.com/hflicka/django-autoload,0.333333,0,1,0.333333,0,1,0,38,0,0,notproject
154,https://github.com/mitchellzen/intrstmap,0,0,1,0,0,0,0,3,0,0,notproject
155,https://github.com/rstoyanchev/dispatch-test,1,0,1,0.074766,2.666667,1,0,409,1,1,notproject
156,https://github.com/jh9027/konqr,0.753623,0,1,0.337989,7,1,0,45549,0,0,notproject
157,https://github.com/iKolt/sample,0.45,0,1,0.398148,0,0,0,402,0.125,0,notproject
158,https://github.com/hasenj/arabic-writer,0.857143,0,1,0.120805,16.200001,1,0,786,0,9,notproject
159,https://github.com/dhellmann/metering-prototype,0.555556,0,0,0.087167,0,1,0,493,0,4,notproject
160,https://github.com/nskrypnik/Pyramid-file-storage-app,0.5,0,3,0.045113,0,0,0,196,0.218182,2,notproject
161,https://github.com/JorisSpekreijse/boekhoud,0,0,1,0.039662,2.142857,0,0,1481,0,1,notproject
162,https://github.com/henning1004/AddSomeFurniture_ReWrite,0.979167,0,1,0.050477,1.75,0,0,4176,0,0,notproject
163,https://github.com/crodas/Haanga2,0.866667,0,0,0.356813,0,0,0,18466,0.031886,6,notproject
164,https://github.com/mikehamer/ardrone_tutorials,1,0,1,0.241627,5.2,0,0.2,322,0,24,notproject
165,https://github.com/kvm/BlueWhale,0.751592,0,2,0.114384,0,1,0,175177,0,0,notproject
166,https://github.com/darrensemail/hw2_rottenpotatoes,0.36,0,1,0.275064,0,0,0,564,0,0,notproject
167,https://github.com/jefigo/Bootcamp,0.169811,0,1,0.313364,0,0,0,691,0.141264,1,notproject
168,https://github.com/makavellious/sample_app,0.346154,0,1,0.438338,0,0,0,423,0.375,0,notproject
169,https://github.com/ekingery/Bar-Napkin,0.857143,0,1,0.430218,0,1,0,948,0.198642,1,notproject
170,https://github.com/gra/nikitina,0.169231,0,2,0.438048,0,0,0,1091,0.21875,2,notproject
171,https://github.com/Jim-Holmstroem/SQLightning,0,0,1,0.271186,0,0,0,46,0,0,notproject
172,https://github.com/WinSir/WinSir.Tools.Markdown.PhotosPost,0.666667,0,1,0.165768,0,0,0,597,0,0,notproject
173,https://github.com/danlex/bstexample,0.5,0,1,0.268437,0,0,0,250,0,0,notproject
174,https://github.com/a1theredbull/FerrisWheel,1,0,1,0.006914,0,0,0,1582,0,0,notproject
175,https://github.com/benshope/w5d4,0.232143,0,0,0.311367,0,0,0,985,0.343182,0,notproject
176,https://github.com/pngisnotgif/python,0.457447,0,1,0.077556,25.5,0,0,3938,0,1,notproject
177,https://github.com/Carlosmr/NaturalLanguageProccessing,1,0,2,0.059406,0,0,0,97,0,0,notproject
178,https://github.com/rewbs/ljcu.findbugs.ext,0.25,0,0,0.138686,0,0,0,354,0.150838,4,notproject
179,https://github.com/pdonlon/Sudoku-Solver-2,1,0,1,0.127027,0,0,0,323,0,0,notproject
180,https://github.com/jerbio/My24HourTimerWPF,0.804348,0,1,0.002463,3.666667,1,0,1137230,0,0,notproject
181,https://github.com/richistron/slim-services,0.87234,0,1,0.422163,0,0,0,6469,0.60598,0,notproject
182,https://github.com/andreeasandu/wim,0.391304,0,1,0.492063,0,0,0,268,0.08642,0,notproject
183,https://github.com/Mehdi23/TpJava,0.818182,0,2,0.56491,0,1,0,5117,0.018204,0,notproject
184,https://github.com/nate-d-olson/MBWG,0.75,0,1,0.221813,2.571429,0,0,1232,0,0,notproject
185,https://github.com/novoalg/demo_app,0.195652,0,1,0.293307,0,0,0,854,0.30117,0,notproject
186,https://github.com/loboweissmann/groovy-grails-na-pratica,0.85,0,1,0.035948,0,1,0,619,0.127193,1,notproject
187,https://github.com/jataggart/seven-languages,0.6,0,1,0.012987,1.333333,0,0,155,0,0,notproject
188,https://github.com/aangarita/invent,0.925926,0,1,0.193111,10.833333,1,0,775,0,0,notproject
189,https://github.com/garrettlord/MHacks_Pill_Delivery_Quad,0.901639,0,2,0.119548,0,1,0,61133,0,1,notproject
190,https://github.com/liuhaodong/hw0-haodongl,0.5,0,1,0.133333,0,0,0,68,0,0,notproject
191,https://github.com/lukefx/AccessManager2,0.243902,0,1,0.415317,0,0,0,409,0.119149,0,notproject
192,https://github.com/ruedigergad/qca-qt5,0,0,1,0,0,0,0,78,0,0,notproject
193,https://github.com/pulkitsinghal/TestJavaClientsForCouchDB,0.666667,0,2,0.067114,2,1,0,141,0.757895,0,notproject
194,https://github.com/triplethreatg/elec424-lab2,0.923186,0,2,0.435652,0,1,0,154452,0,0,notproject
195,https://github.com/Yogendra0Sharma/Python-Design-Patterns,0.92,0,1,0.162602,0,0,0,1032,0,1,notproject
196,https://github.com/iso32/EncryptedMessage,0.75,0,2,0.061765,0,0,0,638,0,0,notproject
197,https://github.com/rohan1020/songsite,0.302326,0,1,0.217747,0,0,0,1566,0.211604,0,notproject
198,https://github.com/amarnatht/p2.amar15.biz,0.227273,0,1,0.186246,10,0,0,855,0,0,notproject
199,https://github.com/rwieckowski/demo-dynamic-proxy,1,0,1,0,0,0,0,61,0,0,notproject
200,https://github.com/philfromfmf/kovalevskiy,0.241379,0,1,0.2,0,0,0,1506,0.077143,0,notproject
201,https://github.com/bilastom/demo_app,0.3125,0,1,0.350575,0,0,0,709,0.306962,0,notproject
202,https://github.com/numerodix/pybits,1,0,1,0.110909,3,1,0,489,0,3,notproject
203,https://github.com/jeconje/sms,0.859316,1,2,0.159505,103,1,0,125858,0,0,notproject
204,https://github.com/kevin-ww/text.classfication,0.928251,0,2,0.352697,0,1,0,8799,0.228928,1,notproject
205,https://github.com/castoridae/naval-battle-sim,0.92,0,3,0.173222,141,1,0,24342,0,1,notproject
206,https://github.com/fazie/algorithms,0.5,0,1,0.054054,0,0,0,37,0,0,notproject
207,https://github.com/jw84/eddie,0.227273,0,1,0.326992,15,0,0,576,0.082437,0,notproject
208,https://github.com/reigner-yrastorza/htdigest-php-web-frontend,0.333333,0,1,0.123457,0,1,0,74,0,0,notproject
209,https://github.com/hinedavid/dasesedus,0.90625,0,1,0.180368,0,0,0,3033,0,0,notproject
210,https://github.com/UTAustin/php-site-spring2013,0.125,0,2,0,0,0,0,825,0,0,notproject
211,https://github.com/knighthunter09/XPEDIA,0.6,0,2,0.061662,2,0,0,383,0,1,notproject
212,https://github.com/stanlemon/lemon-app,0.857143,0,1,0.08399,4,1,0,349,0,0,notproject
213,https://github.com/neutrino-git/TelerikAcademy,0.714622,0,1,0.170773,96.125,1,0,608236,0.038972,1,notproject
214,https://github.com/drackows/poc-rmi,0.8,0,1,0.029851,0,0,0,325,0.155405,0,notproject
215,https://github.com/mohitsehgal/MapsApp2,0.625,0,1,0.475288,0,0,0,637,0,0,notproject
216,https://github.com/torypayne/exercise4,1,0,1,0.254743,0,0,0,275,0.665455,0,notproject
217,https://github.com/MZ992/Movie-rental-Store,0.555556,0,0,0.050109,0,0,0,872,0,1,notproject
218,https://github.com/lmtreser/Python,0.333333,0,0,0.15,0,0,0,18,0,1,notproject
219,https://github.com/timbooker/Simple.Data.Linqpad.Tracelistener,0.5,0,1,0.154839,0,0,0,134,0,0,notproject
220,https://github.com/r-julien/txl-project,0.96063,0,1,0.310486,8.666667,1,0,385219,0.220245,0,notproject
221,https://github.com/praetorius/demo1,0,0,1,0,0,0,0,9,0,0,notproject
222,https://github.com/manuelblanch/ebreescool,0.258621,0,1,0.187587,0,1,0,18762,0,0,notproject
223,https://github.com/Jorgtre/Cpp,0.75,0,1,0.096292,0,0,0,1633,0,0,notproject
224,https://github.com/mmcguinn/PoolVisor,1,0,1,0.055085,0,1,0,894,0.041427,0,notproject
225,https://github.com/nogrudge/first_app,0.391304,0,1,0.492063,0,0,0,272,0.08642,0,notproject
226,https://github.com/AlexandreAbraham/movements,0.666667,0,2,0.15444,1.833333,1,0.333333,660,0,0,notproject
227,https://github.com/thiendv/GSO,0.910714,0,5,0.116529,25,1,0,6740,0,0,notproject
228,https://github.com/PaulStoffregen/k72memtest,0,0,1,0.090465,0,0,0,374,0,0,notproject
229,https://github.com/zwgirl/summer,0.959554,0,1,0.255464,10.5,1,0,571116,3.5E-05,0,notproject
230,https://github.com/crisguitar/ProjectEulerProblems,0.52381,0,1,0.012712,0,0,0,933,0.503597,0,notproject
231,https://github.com/rikikun/SpringExample,0.333333,0,1,0.181452,0,0,0,206,0,0,notproject
232,https://github.com/xieyilong/test,0.6,0,1,0.273543,0,0,0,162,0,0,notproject
233,https://github.com/valerie7869/sample_app4,0.36,0,1,0.384615,0,0,0,542,0.095238,0,notproject
234,https://github.com/gastitan/Criaturas,0.833333,0,3,0.013575,0,0,0,221,0,0,notproject
235,https://github.com/robertbachmann/openbsd-libcrypto,0.275862,0,5,0.169397,11.545455,1,0,4321,0,2,notproject
236,https://github.com/nicolasfaure/evaluacion,1,0,1,0.025237,0,0,0,309,0.251969,0,notproject
237,https://github.com/Youngs285/Chapter5Problems,0.125,0,1,0.225352,0,0,0,330,0,0,notproject
238,https://github.com/msoltysik/Flask-Mega-Tutorial,0.4,0,1,0.009091,0,0,0,112,0,0,notproject
239,https://github.com/johnnyshih99/pulseMVCsample,0.461538,0,1,0.026018,0,1,0,317267,0,0,notproject
240,https://github.com/smellytofu/customer_relationship_applicaions,1,0,1,0,0,0,0,157,0,0,notproject
241,https://github.com/jpleau/hockeystreams-ruby,0,0,1,0.277778,0,0,0,26,0,0,notproject
242,https://github.com/t-larsen/test,0.166667,1,1,0.619048,0,0,0,72,0,0,notproject
243,https://github.com/anthonylife/EventRecommendation,0.714286,0,2,0.118968,4.2,1,0,2923,0,1,notproject
244,https://github.com/zfh1005/demoPackage,0.822086,0,1,0.248822,18.4,1,0,11166,0,0,notproject
245,https://github.com/Leozzer/Python-for-DB,0,0,1,0.236364,0,0,0,43,0,0,notproject
246,https://github.com/yangjisheng/footballlotterycrawler,0.333333,0,2,0.307692,0,0,0,27,0,0,notproject
247,https://github.com/hectormoreno87/FinditOut,0.545455,0,2,0.159775,16,1,0,29754,0,0,notproject
248,https://github.com/davidcrotty/DependancyInjection,0.734375,0,1,0.220684,0,0,0,4919,0.413124,0,notproject
249,https://github.com/jack2606/spotify-voter,0.75,0,2,0.129915,0,1,0,510,0.842105,0,notproject
250,https://github.com/Robbi-Blechdose/StarTrekMod,1,0,1,0.091575,2.142857,1,0,746,0,1,notproject
251,https://github.com/lizuqiliang/AssassinPlatformerGame,0,0,1,0.099537,1,0,0,789,0,0,notproject
252,https://github.com/ycj0808/Travel,1,0,1,0.176178,3.5,1,0,4475,0.003875,0,notproject
253,https://github.com/lalorincon/patron-mvc,0.272727,0,2,0.155039,0,0,0,112,0,0,notproject
254,https://github.com/mizoguchi-y/first_app,0.08,0,1,0.464912,0,0,0,321,0.058824,0,notproject
255,https://github.com/MaikGrunw1/Maik,0.670886,1,3,0.114985,16.5,1,0,36613,0.040173,0,notproject
256,https://github.com/RUAN0007/Crisis_Management_System,0.881188,0,1,0.222865,110,1,0,14513,0.111976,0,notproject
257,https://github.com/dmzadorin/prime,0.761905,0,1,0.214458,0,0,0,1630,0,0,notproject
258,https://github.com/DarkmatterVale/Pocket-Spacecraft,0,0,1,0,0,1,0,5,0,1,notproject
