,#commits,duration,max y,max y pos,mean y,median y,sum y,peakup,avg delta ups,min amplitude,avg amplitude,max amplitude,mean +gradient,mean -gradient
3109,232.0,359.0,15.0,60.0,0.646239554318,0.0,232.0,63.0,5.70967741935,0.0666666666667,0.161904761905,0.8,0.597173144876,-2.25333333333
3110,1368.0,372.0,33.0,106.0,3.67741935484,1.0,1368.0,88.0,4.20689655172,0.030303030303,0.190771349862,0.878787878788,2.72509960159,-5.70833333333
3111,4200.0,187.0,102.0,17.0,22.4598930481,18.0,4200.0,60.0,3.10169491525,0.00980392156863,0.143300653595,0.774509803922,10.7157894737,-11.1648351648
3112,1057.0,281.0,105.0,270.0,3.7615658363,0.0,1057.0,37.0,6.86111111111,0.00952380952381,0.119691119691,0.771428571429,2.64573991031,-10.350877193
3113,3020.0,172.0,59.0,72.0,17.5581395349,15.5,3020.0,51.0,3.28,0.0169491525424,0.184114323696,0.677966101695,8.8,-8.70930232558
3114,6609.0,173.0,158.0,70.0,38.2023121387,26.0,6609.0,55.0,3.12962962963,0.00632911392405,0.125546605293,0.683544303797,15.9555555556,-17.4634146341
3115,5011.0,826.0,71.0,804.0,6.06658595642,3.0,5011.0,232.0,3.56277056277,0.0140845070423,0.0811073336571,0.971830985915,3.61169102296,-5.01734104046
3116,517.0,184.0,39.0,65.0,2.8097826087,1.0,517.0,46.0,3.75555555556,0.025641025641,0.154960981048,1.0,2.57264957265,-4.78787878788
3117,110.0,137.0,15.0,12.0,0.802919708029,0.0,110.0,18.0,7.0,0.0666666666667,0.185185185185,0.933333333333,0.5625,-2.54166666667
3118,13226.0,377.0,569.0,193.0,35.0822281167,31.0,13226.0,111.0,3.37272727273,0.00175746924429,0.0420684304691,0.964850615114,18.8947368421,-19.3440860215
3119,32462.0,206.0,450.0,139.0,157.582524272,159.5,32462.0,61.0,3.38333333333,0.00222222222222,0.114936247723,0.526666666667,46.2352941176,-46.3883495146
3120,608.0,114.0,80.0,27.0,5.33333333333,0.5,608.0,25.0,4.0,0.0125,0.1055,0.65,3.41772151899,-8.20588235294
3121,20691.0,521.0,347.0,118.0,39.7140115163,32.0,20691.0,155.0,3.34415584416,0.0028818443804,0.0918099841963,0.974063400576,24.858778626,-24.9263565891
3122,296.0,139.0,35.0,6.0,2.12949640288,0.0,296.0,24.0,5.73913043478,0.0285714285714,0.165476190476,0.971428571429,1.40740740741,-5.03333333333
3123,16017.0,162.0,232.0,108.0,98.8703703704,100.0,16017.0,48.0,3.29787234043,0.00431034482759,0.143408764368,0.379310344828,27.9333333333,-24.4651162791
3124,378.0,159.0,73.0,25.0,2.37735849057,0.0,378.0,25.0,4.70833333333,0.013698630137,0.112328767123,0.780821917808,1.8031496063,-7.38709677419
3125,528.0,161.0,41.0,4.0,3.27950310559,1.0,528.0,37.0,4.19444444444,0.0243902439024,0.176664469347,0.756097560976,2.80373831776,-5.67924528302
3126,31155.0,171.0,630.0,15.0,182.192982456,180.0,31155.0,46.0,3.66666666667,0.0031746031746,0.121773636991,0.419047619048,59.9761904762,-57.6744186047
3127,1239.0,226.0,43.0,81.0,5.48230088496,2.0,1239.0,63.0,3.54838709677,0.0232558139535,0.225544481358,0.697674418605,5.29411764706,-8.11235955056
3128,146.0,67.0,17.0,3.0,2.17910447761,0.0,146.0,7.0,8.66666666667,0.176470588235,0.394957983193,0.529411764706,1.09433962264,-4.38461538462
3129,237.0,132.0,31.0,13.0,1.79545454545,0.0,237.0,19.0,7.0,0.0322580645161,0.123938879457,0.516129032258,1.01923076923,-4.0
3130,14862.0,161.0,160.0,73.0,92.3105590062,94.0,14862.0,52.0,3.05882352941,0.00625,0.172115384615,0.5375,25.5061728395,-26.2658227848
3131,15.0,10.0,10.0,1.0,1.5,0.0,15.0,1.0,0.0,0.1,0.1,0.1,0.571428571429,-6.0
3132,3.0,2.0,2.0,1.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,,-1.0
3133,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,
3134,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,
3135,8.0,17.0,3.0,1.0,0.470588235294,0.0,8.0,1.0,0.0,0.666666666667,0.666666666667,0.666666666667,0.214285714286,-2.5
3136,29.0,14.0,12.0,9.0,2.07142857143,0.5,29.0,3.0,2.5,0.25,0.5,1.0,3.0,-3.83333333333
3137,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,
3138,81.0,24.0,45.0,1.0,3.375,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.047619047619,-22.5
3139,21.0,2.0,19.0,1.0,10.5,10.5,21.0,0.0,0.0,0.0,0.0,0.0,,-17.0
3140,3.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,
3142,24.0,57.0,11.0,52.0,0.421052631579,0.0,24.0,5.0,12.0,0.0909090909091,0.327272727273,1.0,0.428571428571,-2.71428571429
3143,42.0,2.0,31.0,1.0,21.0,21.0,42.0,0.0,0.0,0.0,0.0,0.0,,-20.0
3144,52.0,45.0,17.0,2.0,1.15555555556,0.0,52.0,3.0,14.0,0.294117647059,0.470588235294,0.647058823529,0.725,-8.25
3145,13.0,5.0,6.0,3.0,2.6,2.0,13.0,1.0,0.0,0.5,0.5,0.5,2.5,-2.5
3146,56.0,73.0,9.0,2.0,0.767123287671,0.0,56.0,9.0,6.125,0.111111111111,0.333333333333,1.0,0.58064516129,-3.7
3147,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,
3148,12.0,7.0,6.0,7.0,1.71428571429,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.2,-2.0
3149,5.0,1.0,5.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,
3151,4.0,11.0,3.0,1.0,0.363636363636,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,-3.0
3152,4.0,1.0,4.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,
3153,3.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,
3154,6.0,1.0,6.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,,
3155,5.0,2.0,4.0,1.0,2.5,2.5,5.0,0.0,0.0,0.0,0.0,0.0,,-3.0
3156,133.0,24.0,18.0,6.0,5.54166666667,3.0,133.0,6.0,3.2,0.0555555555556,0.222222222222,0.555555555556,2.86666666667,-5.5
3157,10.0,3.0,7.0,1.0,3.33333333333,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0
3158,18.0,29.0,11.0,3.0,0.620689655172,0.0,18.0,1.0,0.0,1.0,1.0,1.0,0.461538461538,-8.5
3159,8.0,1.0,8.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,,
3160,65.0,65.0,7.0,28.0,1.0,0.0,65.0,15.0,4.35714285714,0.142857142857,0.380952380952,1.0,0.936170212766,-2.70588235294
3161,3.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,
3162,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,
